medcodeid	term	originalreadcode	snomedctconceptid	snomedctdescriptionid	readcode	condition	score
290818019	carcinoma in situ of skin of temple	B8235	189288009	290818019	B823500	Any malignancy	2
290819010	carcinoma in situ of skin of jaw	B8236	189289001	290819010	B823600	Any malignancy	2
290821017	carcinoma in situ of scalp and skin of neck	B824	189291009	290821017	B824.00	Any malignancy	2
290822012	carcinoma in situ of scalp	B8240	189292002	290822012	B824000	Any malignancy	2
153343011	carcinoma in situ of skin of neck	B8241	92736003	153343011	B824100	Any malignancy	2
290825014	"carcinoma in situ of skin of trunk, excluding scrotum"	B825	189295000	290825014	B825.00	Any malignancy	2
153319013	carcinoma in situ of skin of breast	B8250	92714001	153319013	B825000	Any malignancy	2
290827018	carcinoma in situ of skin of chest wall nos	B8251	189295000	290825014	B825100	Any malignancy	2
153317010	carcinoma in situ of skin of axilla	B8252	92712002	153317010	B825200	Any malignancy	2
153318017	carcinoma in situ of skin of back	B8253	92713007	153318017	B825300	Any malignancy	2
290830013	carcinoma in situ of skin of abdominal wall	B8254	189300003	290830013	B825400	Any malignancy	2
153335018	carcinoma in situ of skin of groin	B8255	92729004	153335018	B825500	Any malignancy	2
153345016	carcinoma in situ of skin of perineum	B8256	92738002	153345016	B825600	Any malignancy	2
153320019	carcinoma in situ of skin of buttock	B8257	92715000	153320019	B825700	Any malignancy	2
153282010	carcinoma in situ of perianal skin	B8258	92680006	153282010	B825800	Any malignancy	2
290835015	carcinoma in situ of skin of trunk nos	B825z	189295000	290825014	B825z00	Any malignancy	2
290836019	carcinoma in situ of skin of upper limb and shoulder	B826	189306009	290836019	B826.00	Any malignancy	2
153348019	carcinoma in situ of skin of shoulder	B8260	92741006	153348019	B826000	Any malignancy	2
290838018	carcinoma in situ of skin of upper arm	B8261	189308005	290838018	B826100	Any malignancy	2
290839014	carcinoma in situ of skin of lower arm	B8262	189309002	290839014	B826200	Any malignancy	2
153336017	carcinoma in situ of skin of hand	B8263	92730009	153336017	B826300	Any malignancy	2
290841010	carcinoma in situ of skin of upper limb or shoulder nos	B826z	189306009	290836019	B826z00	Any malignancy	2
290843013	carcinoma in situ of skin of lower limb and hip	B827	92735004	153341013	B827.00	Any malignancy	2
536561000006111	carcinoma in situ of skin of leg	B827-1	92735004	153341013	B827.11	Any malignancy	2
153337014	carcinoma in situ of skin of hip	B8270	92731008	153337014	B827000	Any malignancy	2
153350010	carcinoma in situ of skin of thigh	B8271	92743009	153350010	B827100	Any malignancy	2
153338016	carcinoma in situ of skin of knee	B8272	92732001	153338016	B827200	Any malignancy	2
290849012	carcinoma in situ of skin of lower leg	B8273	189317005	290849012	B827300	Any malignancy	2
153332015	carcinoma in situ of skin of foot	B8274	92726006	153332015	B827400	Any malignancy	2
290851011	carcinoma in situ of skin of lower limb or hip nos	B827z	92735004	153341013	B827z00	Any malignancy	2
335843013	melanoma in situ of skin	B828	109266006	335843013	B828.00	Any malignancy	2
173821010	melanoma in situ of lip	B8280	109272006	173821010	B828000	Any malignancy	2
173823013	"melanoma in situ of eyelid, including canthus"	B8281	109274007	173823013	B828100	Any malignancy	2
711081000006111	melanoma in situ of ear and external auricular canal	B8282	109278005	173827014	B828200	Any malignancy	2
290856018	melanoma in situ of scalp and neck	B8283	189324006	3526664010	B828300	Any malignancy	2
173833017	melanoma in situ of trunk	B8284	109284008	173833017	B828400	Any malignancy	2
711171000006114	"melanoma in situ of upper limb, including shoulder"	B8285	109290007	173839018	B828500	Any malignancy	2
711111000006117	"melanoma in situ of lower limb, including hip"	B8286	109294003	173843019	B828600	Any malignancy	2
173825018	melanoma in situ of scalp	B8287	109276009	173825018	B828700	Any malignancy	2
459501013	melanoma in situ of back of hand	B8288	315036008	459501013	B828800	Any malignancy	2
459719019	melanoma in situ of back	B8289	315230006	459719019	B828900	Any malignancy	2
711181000006112	"melanoma in situ, unspecified"	B828W	127330008	2773592018	B828W00	Any malignancy	2
711121000006113	melanoma in situ of other and unspecified parts of face	B828X	109270003	173819017	B828X00	Any malignancy	2
290865013	carcinoma in situ of other specified sites of skin	B82y	92749008	153358015	B82y.00	Any malignancy	2
290866014	carcinoma in situ of skin nos	B82z	92749008	153358015	B82z.00	Any malignancy	2
290867017	carcinoma in situ of breast and genitourinary system	B83	109355002	2659784018	B83..00	Any malignancy	2
290868010	carcinoma in situ of breast	B830	189336000	290868010	B830.00	Any malignancy	2
174576019	lobular carcinoma in situ of breast	B8300	109888004	174576019	B830000	Any malignancy	2
174577011	intraductal carcinoma in situ of breast	B8301	109889007	174577011	B830100	Any malignancy	2
153129011	carcinoma in situ of cervix uteri	B831	92564006	1235742017	B831.00	Any malignancy	2
557401000006113	cin iii - carcinoma in situ of cervix	B831-1	92564006	1235742017	B831.11	Any malignancy	2
153146014	carcinoma in situ of endocervix	B8310	92580001	153146014	B831000	Any malignancy	2
153157016	carcinoma in situ of exocervix	B8311	92588008	153157016	B831100	Any malignancy	2
403735010	carcinoma in situ of other and unspecified parts of uterus	B832	92594000	153167014	B832.00	Any malignancy	2
153112013	carcinoma in situ of body of uterus	B832-1	92550006	153112013	B832.11	Any malignancy	2
153149019	carcinoma in situ of endometrium	B8320	92582009	153149019	B832000	Any malignancy	2
536981000006110	carcinoma in situ other and unspecified female genital organ	B833	92594000	153167014	B833.00	Any malignancy	2
153267017	carcinoma in situ of ovary	B8330	92669006	153267017	B833000	Any malignancy	2
153162015	carcinoma in situ of fallopian tube	B8331	92591008	153162015	B833100	Any malignancy	2
153410011	carcinoma in situ of vagina	B8332	92791005	153410011	B833200	Any malignancy	2
153422014	carcinoma in situ of vulva	B8333	92802003	153422014	B833300	Any malignancy	2
290889018	carcinoma in situ of female genital organs nos	B833z	92594000	153167014	B833z00	Any malignancy	2
153295017	carcinoma in situ of prostate	B834	92691004	153295017	B834.00	Any malignancy	2
153280019	carcinoma in situ of penis	B835	92679008	153280019	B835.00	Any malignancy	2
536991000006113	carcinoma in situ other and unspecified male genital organs	B836	92653004	153244019	B836.00	Any malignancy	2
153376010	carcinoma in situ of testis	B8360	92764008	153376010	B836000	Any malignancy	2
153311011	carcinoma in situ of scrotum	B8363	92706007	153311011	B836300	Any malignancy	2
153107012	carcinoma in situ of bladder	B837	92546004	153107012	B837.00	Any malignancy	2
290894018	carcinoma in situ of urinary organs nos	B83z	255150000	2772277012	B83z.00	Any malignancy	2
290895017	carcinoma in situ of other and unspecified sites	B8y	109355002	2659784018	B8y..00	Any malignancy	2
153160011	carcinoma in situ of eye	B8y0	92590009	153160011	B8y0.00	Any malignancy	2
290896016	carcinoma in situ of other specified site	B8yy	109355002	2659784018	B8yy.00	Any malignancy	2
153380017	carcinoma in situ of thyroid gland	B8yy0	92767001	1235765010	B8yy000	Any malignancy	2
153085017	carcinoma in situ of adrenal gland	B8yy1	92527000	153085017	B8yy100	Any malignancy	2
153276012	carcinoma in situ of parathyroid gland	B8yy2	92675002	153276012	B8yy200	Any malignancy	2
153286013	carcinoma in situ of pituitary gland	B8yy3	92683008	153286013	B8yy300	Any malignancy	2
290900018	carcinoma in situ of other specified site nos	B8yyz	109355002	2659784018	B8yyz00	Any malignancy	2
290901019	carcinoma in situ nos	B8z	109355002	2659784018	B8z..00	Any malignancy	2
31698014	malignant hydatidiform mole	B9110	416669000	2549192013	B911000	Any malignancy	2
289184018	choriocarcinoma	B9110-3	188188009	289184018	B911013	Any malignancy	2
118291012	cystosarcoma phyllodes	B933-1	71232009	118291012	B933.11	Any malignancy	2
824221000006113	histiocytic tumour nos	B935-1	414653009	2534495019	B935.11	Any malignancy	2
717021000006115	mastocytoma nos	B935-2	89796001	148867018	B935.12	Any malignancy	2
451430017	plasmacytoma nos	B936-2	415112005	2534490012	B936.12	Any malignancy	2
1235115011	"[m]neoplasm, uncertain whether benign or malignant"	BB01	86251006	1235115011	BB01.00	Any malignancy	2
313701000006118	"[m]neoplasm, malignant"	BB02	363346000	1228480011	BB02.00	Any malignancy	2
313711000006115	"[m]neoplasm, metastatic"	BB03	14799000	25140016	BB03.00	Metastatic solid tumour	4
316301000006114	[m]secondary neoplasm	BB03-1	14799000	25140016	BB03.11	Metastatic solid tumour	4
313691000006118	"[m]neoplasm, malig, uncertain whether primary or metastatic"	BB04	6219000	1216799013	BB04.00	Metastatic solid tumour	4
291316017	"[m]tumour cells, uncertain whether benign or malignant"	BB06	39577004	66377010	BB06.00	Any malignancy	2
317901000006110	"[m]tumour cells, malignant"	BB07	88400008	1217056015	BB07.00	Any malignancy	2
312071000006117	"[m]malignant tumour, small cell type"	BB08	82267002	1216992014	BB08.00	Any malignancy	2
312061000006112	"[m]malignant tumour, giant cell type"	BB09	83950009	1217008014	BB09.00	Any malignancy	2
312051000006110	"[m]malignant tumour, fusiform cell type"	BB0A	88897007	1217061018	BB0A.00	Any malignancy	2
306361000006113	[m]carcinoma in situ nos	BB11	109355002	2659784018	BB11.00	Any malignancy	2
310531000006110	[m]intraepithelial carcinoma nos	BB11-1	109355002	2659784018	BB11.11	Any malignancy	2
291326012	[m]carcinoma nos	BB12	367651003	504898018	BB12.00	Any malignancy	2
291327015	"[m]carcinoma, metastatic, nos"	BB13	79282002	131542017	BB13.00	Metastatic solid tumour	4
1233222010	[m]carcinomatosis	BB14	7010000	1233222010	BB14.00	Metastatic solid tumour	4
308291000006112	"[m]epithelioma, malignant"	BB16	71298006	1233377016	BB16.00	Any malignancy	2
291328013	[m]large cell carcinoma nos	BB17	22687000	38087019	BB17.00	Any malignancy	2
291329017	"[m]carcinoma, undifferentiated type, nos"	BB18	38549000	64918017	BB18.00	Any malignancy	2
291330010	"[m]carcinoma, anaplastic type, nos"	BB19	58248003	96799014	BB19.00	Any malignancy	2
315501000006113	[m]pleomorphic carcinoma	BB1A	16741004	28346015	BB1A.00	Any malignancy	2
309061000006116	[m]giant cell and spindle cell carcinoma	BB1B	72969003	121207013	BB1B.00	Any malignancy	2
309081000006114	[m]giant cell carcinoma	BB1C	42596004	71062012	BB1C.00	Any malignancy	2
316761000006111	[m]spindle cell carcinoma	BB1D	65692009	109146010	BB1D.00	Any malignancy	2
315771000006113	[m]pseudosarcomatous carcinoma	BB1E	23109009	38807018	BB1E.00	Any malignancy	2
315631000006118	[m]polygonal cell carcinoma	BB1F	70401000	116954018	BB1F.00	Any malignancy	2
291331014	[m]spheroidal cell carcinoma	BB1G	108369006	172811011	BB1G.00	Any malignancy	2
291332019	[m]small cell carcinoma nos	BB1J	74364000	123497012	BB1J.00	Any malignancy	2
316111000006114	[m]round cell carcinoma	BB1J-2	74364000	123497012	BB1J.12	Any malignancy	2
314111000006116	[m]oat cell carcinoma	BB1K	76817009	127539014	BB1K.00	Any malignancy	2
316591000006111	"[m]small cell carcinoma, fusiform cell type"	BB1L	74042001	1233694010	BB1L.00	Any malignancy	2
1231976013	"[m]small cell carcinoma, intermediate cell"	BB1M	5958006	1231977016	BB1M.00	Any malignancy	2
1222626017	[m]small cell-large cell carcinoma	BB1N	21326004	1222625018	BB1N.00	Any malignancy	2
1870381000006113	[m]non-small cell carcinoma	BB1P	128632008	207023019	BB1P.00	Any malignancy	2
314811000006114	[m]papillary carcinoma in situ	BB21	10376009	18062017	BB21.00	Any malignancy	2
291343010	[m]papillary carcinoma nos	BB22	25910003	43414013	BB22.00	Any malignancy	2
291344016	[m]verrucous carcinoma nos	BB24	89906000	149032010	BB24.00	Any malignancy	2
318051000006112	[m]verrucous epidermoid carcinoma	BB24-1	89906000	149032010	BB24.11	Any malignancy	2
318081000006116	[m]verrucous squamous cell carcinoma	BB24-2	89906000	149032010	BB24.12	Any malignancy	2
315011000006119	[m]papillary squamous cell carcinoma	BB26	39056008	65518015	BB26.00	Any malignancy	2
314891000006116	[m]papillary epidermoid carcinoma	BB26-1	39056008	65519011	BB26.11	Any malignancy	2
1231967018	[m]squamous cell carcinoma in situ nos	BB29	59529006	1231967018	BB29.00	Any malignancy	2
308101000006110	[m]epidermoid carcinoma in situ	BB29-1	59529006	98875012	BB29.11	Any malignancy	2
310491000006110	[m]intraepidermal carcinoma nos	BB29-2	59529006	98876013	BB29.12	Any malignancy	2
310541000006117	[m]intraepithelial squamous cell carcinoma	BB29-3	59529006	98874011	BB29.13	Any malignancy	2
291347011	[m]squamous cell carcinoma nos	BB2A	400155002	1779409013	BB2A.00	Any malignancy	2
308111000006113	[m]epidermoid carcinoma nos	BB2A-1	28899001	48393015	BB2A.11	Any malignancy	2
316831000006110	[m]spinous cell carcinoma	BB2A-2	400155002	1779409013	BB2A.12	Any malignancy	2
556511000000119	[m]squamous cell carcinoma of skin nos	BB2A-3	400155002	1779409013	BB2A.13	Any malignancy	2
291348018	"[m]squamous cell carcinoma, metastatic nos"	BB2B	64204000	106728012	BB2B.00	Metastatic solid tumour	4
1216064018	"[m]squamous cell carcinoma, keratinising type nos"	BB2C	18048008	1216064018	BB2C.00	Any malignancy	2
308121000006117	"[m]epidermoid carcinoma, keratinising type"	BB2C-1	18048008	1216066016	BB2C.11	Any malignancy	2
316931000006117	"[m]squamous cell carcinoma, large cell, non-keratinising"	BB2D	45490001	1216637015	BB2D.00	Any malignancy	2
316961000006114	"[m]squamous cell carcinoma, small cell, non-keratinising"	BB2E	35718007	1216447012	BB2E.00	Any malignancy	2
316971000006119	"[m]squamous cell carcinoma, spindle cell type"	BB2F	10288008	1218889018	BB2F.00	Any malignancy	2
304711000006115	[m]adenoid squamous cell carcinoma	BB2G	85956000	142504012	BB2G.00	Any malignancy	2
316951000006112	"[m]squamous cell carcinoma, microinvasive"	BB2J	12478003	1220701014	BB2J.00	Any malignancy	2
311391000006113	[m]lymphoepithelial carcinoma	BB2M	7300000	13054011	BB2M.00	Any malignancy	2
291360017	[m]basal cell carcinoma nos	BB31	1338007	3345018	BB31.00	Any malignancy	2
313221000006117	[m]multicentric basal cell carcinoma	BB32	61098004	101531010	BB32.00	Any malignancy	2
305801000006113	"[m]basal cell carcinoma, morphoea type"	BB33	134152008	215881011	BB33.00	Any malignancy	2
305791000006112	"[m]basal cell carcinoma, fibroepithelial type"	BB34	43369006	1229982018	BB34.00	Any malignancy	2
305901000006119	[m]basosquamous carcinoma	BB35	37304002	62234010	BB35.00	Any malignancy	2
312631000006110	[m]metatypical carcinoma	BB36	6641007	12009016	BB36.00	Any malignancy	2
1770481000006118	[m]superficial basal cell carcinoma	BB3C	61098004	199020010	BB3C.00	Any malignancy	2
1770491000006115	"[m]basal cell carcinoma, nodular"	BB3D	128636006	207028011	BB3D.00	Any malignancy	2
1770501000006111	"[m]basal cell carcinoma, micronodular"	BB3E	402529002	1781655012	BB3E.00	Any malignancy	2
1770511000006114	"[m]basal cell carcinoma, infiltrative"	BB3F	56665009	198684014	BB3F.00	Any malignancy	2
1770521000006118	[m]pigmented basal cell carcinoma	BB3G	403909004	1782913015	BB3G.00	Any malignancy	2
317731000006116	[m]transitional cell papillomas and carcinomas	BB4	118287003	175970011	BB4..00	Any malignancy	2
317671000006111	[m]transitional cell carcinoma in situ	BB42	53530009	89007010	BB42.00	Any malignancy	2
291363015	[m]transitional cell carcinoma nos	BB43	27090000	45317019	BB43.00	Any malignancy	2
318001000006113	[m]urothelial carcinoma	BB43-1	27090000	45320010	BB43.11	Any malignancy	2
316181000006119	[m]schneiderian carcinoma	BB46	5600009	10343014	BB46.00	Any malignancy	2
317691000006112	"[m]transitional cell carcinoma, spindle cell type"	BB47	112676006	1219788012	BB47.00	Any malignancy	2
305841000006110	[m]basaloid carcinoma	BB48	5843004	10728010	BB48.00	Any malignancy	2
307071000006118	[m]cloacogenic carcinoma	BB49	84570003	140223011	BB49.00	Any malignancy	2
315031000006113	[m]papillary transitional cell carcinoma	BB4A	12400006	21340019	BB4A.00	Any malignancy	2
291364014	[m]transitional cell papilloma or carcinoma nos	BB4z	118287003	202935013	BB4z.00	Any malignancy	2
304791000006113	[m]adenomas and adenocarcinomas	BB5	115215004	175971010	BB5..00	Any malignancy	2
304681000006116	[m]adenocarcinomas	BB5-1	35917007	59935017	BB5..11	Any malignancy	2
304551000006111	[m]adenocarcinoma in situ	BB51	51642000	86004019	BB51.00	Any malignancy	2
1230709016	[m]adenocarcinoma in situ in villous adenoma	BB510	4935000	1230708012	BB51000	Any malignancy	2
1231004013	[m]adenocarcinoma in situ in tubulovillous adenoma	BB511	51617009	1231005014	BB51100	Any malignancy	2
291372011	[m]adenocarcinoma nos	BB52	35917007	59935017	BB52.00	Any malignancy	2
1231622010	[m]adenocarcinoma in tubulovillous adenoma	BB520	5658009	1231623017	BB52000	Any malignancy	2
291374012	"[m]adenocarcinoma, metastatic, nos"	BB53	4590003	7897016	BB53.00	Any malignancy	2
316221000006111	[m]scirrhous adenocarcinoma	BB54	4584002	7888015	BB54.00	Any malignancy	2
317191000006118	[m]superficial spreading adenocarcinoma	BB56	81446001	135119014	BB56.00	Any malignancy	2
304661000006114	"[m]adenocarcinoma, intestinal type"	BB57	25190001	1224772013	BB57.00	Any malignancy	2
306401000006115	"[m]carcinoma, diffuse type"	BB58	24505004	1223512012	BB58.00	Any malignancy	2
291445019	[m]renal adenoma and carcinoma	BB5a	115215004	175971010	BB5a.00	Any malignancy	2
315861000006111	[m]renal cell carcinoma	BB5a0	41607009	1229779019	BB5a000	Any malignancy	2
291446018	[m]renal adenoma or carcinoma nos	BB5az	126880001	168016	BB5az00	Any malignancy	2
309471000006118	[m]granular cell carcinoma	BB5b	69028005	114661018	BB5b.00	Any malignancy	2
291375013	[m]pancreatic adenomas and carcinomas	BB5B	126859007	147017	BB5B.00	Any malignancy	2
310661000006117	[m]islet cell carcinoma	BB5B1	60346004	100246011	BB5B100	Any malignancy	2
310361000006113	"[m]insulinoma, malignant"	BB5B3	20955008	1222592015	BB5B300	Any malignancy	2
309401000006112	"[m]glucagonoma, malignant"	BB5B5	66515009	1232802010	BB5B500	Any malignancy	2
312881000006110	[m]mixed islet cell and exocrine adenocarcinoma	BB5B6	999000	2755014	BB5B600	Any malignancy	2
291377017	[m]pancreatic adenoma or carcinoma nos	BB5Bz	126859007	147017	BB5Bz00	Any malignancy	2
291447010	[m]parathyroid adenomas and adenocarcinomas	BB5c	115215004	175971010	BB5c.00	Any malignancy	2
291378010	[m]gastrinoma and carcinomas	BB5C	16189002	27395017	BB5C.00	Any malignancy	2
308941000006114	"[m]gastrinoma, malignant"	BB5C1	19756007	1222357010	BB5C100	Any malignancy	2
291448017	[m]parathyroid adenoma or adenocarcinoma nos	BB5cz	115215004	175971010	BB5cz00	Any malignancy	2
291379019	[m]gastrinoma or carcinoma nos	BB5Cz	16189002	27395017	BB5Cz00	Any malignancy	2
291380016	[m]hepatobiliary tract adenomas and carcinomas	BB5D	126853008	141016	BB5D.00	Any malignancy	2
305971000006113	[m]biliary tract adenomas and adenocarcinomas	BB5D-1	126853008	141016	BB5D.11	Any malignancy	2
306641000006116	[m]cholangiocarcinoma	BB5D1	70179006	116557016	BB5D100	Any malignancy	2
305941000006117	[m]bile duct carcinoma	BB5D1-1	70179006	116558014	BB5D111	Any malignancy	2
305951000006115	[m]bile duct cystadenocarcinoma	BB5D3	50422007	84004017	BB5D300	Any malignancy	2
1224870013	[m]hepatocellular carcinoma nos	BB5D5	25370001	1224870013	BB5D500	Any malignancy	2
309891000006115	"[m]hepatoma, malignant"	BB5D5-2	25370001	1224870013	BB5D512	Any malignancy	2
311211000006112	[m]liver cell carcinoma	BB5D5-3	25370001	1224870013	BB5D513	Any malignancy	2
1231089017	[m]combined hepatocellular carcinoma and cholangiocarcinoma	BB5D7	52178006	1231089017	BB5D700	Any malignancy	2
1221209015	"[m]hepatocellular carcinoma, fibrolamellar"	BB5D8	15619004	1221210013	BB5D800	Any malignancy	2
291383019	[m]hepatobiliary adenoma or carcinoma nos	BB5Dz	126853008	141016	BB5Dz00	Any malignancy	2
291451012	[m]thyroid adenoma and adenocarcinoma	BB5f	115215004	175971010	BB5f.00	Any malignancy	2
317651000006118	[m]trabecular adenocarcinoma	BB5F	29792007	49857017	BB5F.00	Any malignancy	2
291452017	[m]follicular adenocarcinoma nos	BB5f1	5257006	9812015	BB5f100	Any malignancy	2
1222216017	[m]follicular carcinoma	BB5f1-1	5257006	9812015	BB5f111	Any malignancy	2
308771000006115	"[m]follicular adenocarcinoma, well differentiated type"	BB5f2	28173006	1225802011	BB5f200	Any malignancy	2
308761000006110	"[m]follicular adenocarcinoma, trabecular type"	BB5f3	72174007	1233475011	BB5f300	Any malignancy	2
314791000006110	[m]papillary and follicular adenocarcinoma	BB5f6	189643000	291453010	BB5f600	Any malignancy	2
314071000006112	[m]nonencapsulated sclerosing carcinoma	BB5f7	62681000	104172015	BB5f700	Any malignancy	2
291454016	[m]thyroid adenoma or adenocarcinoma nos	BB5fz	115215004	175971010	BB5fz00	Any malignancy	2
305011000006117	[m]adrenal cortical carcinoma	BB5h1	2227007	4846017	BB5h100	Any malignancy	2
291462012	[m]endometrioid adenomas and carcinomas	BB5j	123844007	192333011	BB5j.00	Any malignancy	2
304701000006118	[m]adenoid cystic carcinoma	BB5J	11671000	20161014	BB5J.00	Any malignancy	2
307281000006110	[m]cylindroid adenocarcinoma	BB5J-1	11671000	20161014	BB5J.11	Any malignancy	2
307971000006119	[m]endometrioid carcinoma	BB5j2	30289006	50697019	BB5j200	Any malignancy	2
307921000006115	"[m]endometrioid adenofibroma, malignant"	BB5j5	18105004	1221668019	BB5j500	Any malignancy	2
291465014	[m]endometrioid adenoma or carcinoma nos	BB5jz	123844007	192333011	BB5jz00	Any malignancy	2
307271000006112	[m]cribriform carcinoma	BB5K	30156004	50462010	BB5K.00	Any malignancy	2
291391011	[m]adenomatous and adenocarcinomatous polyps	BB5L	437231000000102	914641000000110	BB5L.00	Any malignancy	2
304531000006116	[m]adenocarcinoma in adenomatous polyp	BB5L1	189598002	291393014	BB5L100	Any malignancy	2
1232066010	[m]adenocarcinoma in situ in adenomatous polyp	BB5L2	60286009	1232067018	BB5L200	Any malignancy	2
1230440012	[m]adenocarcinoma in multiple adenomatous polyps	BB5L3	47299001	1230441011	BB5L300	Any malignancy	2
291395019	[m]adenomatous or adenocarcinomatous polyp nos	BB5Lz	408811000000104	939721000000118	BB5Lz00	Any malignancy	2
291396018	[m]tubular adenomas and adenocarcinomas	BB5M	396761000000101	945661000000115	BB5M.00	Any malignancy	2
317821000006114	[m]tubular adenocarcinoma	BB5M1	4631006	8737011	BB5M100	Any malignancy	2
291398017	[m]tubular adenoma or adenocarcinoma nos	BB5Mz	477491000000102	927861000000112	BB5Mz00	Any malignancy	2
403752014	[m]adenomatous and adenocarcinomatous polyps of colon	BB5N	442921000000108	950601000000111	BB5N.00	Any malignancy	2
304771000006112	[m]adenoma or or adenocarcinoma in polyposis coli	BB5N-1	442921000000108	950601000000111	BB5N.11	Any malignancy	2
304521000006119	[m]adenocarcinoma in adenomatous polposis coli	BB5N1	57513006	95636017	BB5N100	Any malignancy	2
291402014	[m]adenomatous or adenocarcinomatous polyps of the colon nos	BB5Nz	68496003	113765010	BB5Nz00	Any malignancy	2
291403016	[m]solid carcinoma nos	BB5P	81920005	135891011	BB5P.00	Any malignancy	2
291414018	"[m]carcinoid tumour, malignant"	BB5R1	189607006	291409017	BB5R100	Any malignancy	2
291419011	"[m]carcinoid tumour, nonargentaffin, malignant"	BB5R5	189607006	291409017	BB5R500	Any malignancy	2
1216356017	"[m]mucocarcinoid tumour, malignant"	BB5R6	31396002	1216356017	BB5R600	Any malignancy	2
1231544010	[m]neuroendocrine carcinoma	BB5R9	55937004	1231545011	BB5R900	Any malignancy	2
1230882017	[m]merkel cell carcinoma	BB5RA	5052009	1230881012	BB5RA00	Any malignancy	2
291426011	[m]respiratory tract adenomas and adenocarcinomas	BB5S	115215004	175971010	BB5S.00	Any malignancy	2
1219789016	[m]bronchiolo-alveolar adenocarcinoma	BB5S2	112677002	1219789016	BB5S200	Any malignancy	2
305201000006114	[m]alveolar cell carcinoma	BB5S2-1	112677002	1219789016	BB5S211	Any malignancy	2
306131000006118	[m]bronchiolar carcinoma	BB5S2-2	112677002	1219789016	BB5S212	Any malignancy	2
305181000006113	[m]alveolar adenocarcinoma	BB5S4	36310008	60606019	BB5S400	Any malignancy	2
291428012	[m]respiratory tract adenoma or adenocarcinoma nos	BB5Sz	115215004	175971010	BB5Sz00	Any malignancy	2
291429016	[m]papillary adenomas and adenocarcinomas	BB5T	478171000000108	921501000000118	BB5T.00	Any malignancy	2
291431013	[m]papillary adenocarcinoma nos	BB5T1	4797003	8996010	BB5T100	Any malignancy	2
291433011	[m]papillary adenoma or adenocarcinoma nos	BB5Tz	438321000000105	920991000000113	BB5Tz00	Any malignancy	2
291434017	[m]villous adenomas and adenocarcinomas	BB5U	396781000000105	943211000000118	BB5U.00	Any malignancy	2
291436015	[m]adenocarcinoma in villous adenoma	BB5U1	36087009	60221017	BB5U100	Any malignancy	2
318101000006112	[m]villous adenocarcinoma	BB5U2	28558000	47797019	BB5U200	Any malignancy	2
291437012	[m]villous adenoma or adenocarcinoma nos	BB5Uz	408621000000109	943221000000112	BB5Uz00	Any malignancy	2
291438019	[m]pituitary adenomas and carcinomas	BB5V	128665000	207081015	BB5V.00	Any malignancy	2
306901000006111	[m]chromophobe carcinoma	BB5V1	1443001	3507015	BB5V100	Any malignancy	2
308031000006115	[m]eosinophil carcinoma	BB5V3-1	51217003	85332010	BB5V311	Any malignancy	2
305861000006114	[m]basophil carcinoma	BB5V7	47107000	78521018	BB5V700	Any malignancy	2
313191000006112	[m]mucoid cell carcinoma	BB5V7-1	47107000	78523015	BB5V711	Any malignancy	2
291439010	[m]pituitary adenoma or carcinoma nos	BB5Vz	127024001	312016	BB5Vz00	Any malignancy	2
291440012	[m]oxyphilic adenomas and adenocarcinomas	BB5W	408351000000109	921021000000115	BB5W.00	Any malignancy	2
314621000006117	[m]oxyphilic adenocarcinoma	BB5W1	57596004	95767010	BB5W100	Any malignancy	2
310161000006110	[m]hurthle cell adenocarcinoma	BB5W1-1	57596004	95771013	BB5W111	Any malignancy	2
314311000006118	[m]oncytic adenocarcinoma	BB5W1-2	57596004	95769013	BB5W112	Any malignancy	2
291441011	[m]oxyphilic adenoma or adenocarcinoma nos	BB5Wz	390781000000108	921401000000117	BB5Wz00	Any malignancy	2
291442016	[m]clear cell adenomas and adenocarcinomas	BB5X	426031000000107	921411000000115	BB5X.00	Any malignancy	2
291443014	[m]clear cell adenocarcinoma nos	BB5X1	30546008	51122012	BB5X100	Any malignancy	2
291444015	[m]clear cell adenoma or adenocarcinoma nos	BB5Xz	477571000000100	943961000000114	BB5Xz00	Any malignancy	2
1228188010	[m]basal cell adenocarcinoma	BB5y0	34603009	57743014	BB5y000	Any malignancy	2
291470019	[m]adenoma or adenocarcinoma nos	BB5z	115215004	175971010	BB5z.00	Any malignancy	2
291472010	[m]skin appendage adenoma and carcinoma	BB60	126488004	82493010	BB60.00	Any malignancy	2
291474011	[m]skin appendage carcinoma	BB601	64000002	106379015	BB60100	Any malignancy	2
291476013	[m]sweat gland adenoma and adenocarcinomas	BB61	126490003	82561016	BB61.00	Any malignancy	2
291480015	[m]sweat gland adenocarcinoma	BB612	32272007	53910019	BB61200	Any malignancy	2
291482011	[m]apocrine adenoma and adenocarcinomas	BB62	115215004	175971010	BB62.00	Any malignancy	2
305571000006117	[m]apocrine adenocarcinoma	BB621	57141000	95032016	BB62100	Any malignancy	2
291483018	[m]apocrine adenoma or adenocarcinoma nos	BB62z	408801000000101	924911000000111	BB62z00	Any malignancy	2
291484012	[m]sebaceous adenoma and adenocarcinoma	BB69	438291000000100	924921000000117	BB69.00	Any malignancy	2
1231370012	[m]sebaceous adenocarcinoma	BB691	54734006	1231370012	BB69100	Any malignancy	2
291485013	[m]sebaceous adenoma or adenocarcinoma nos	BB69z	425161000000108	924931000000115	BB69z00	Any malignancy	2
