medcodeid	term	originalreadcode	snomedctconceptid	snomedctdescriptionid	readcode	condition	score
291718019	[m]embryonal carcinoma nos	BBQ3	28047004	46954010	BBQ3.00	Solid tumour or leukaemia	1
310271000006110	[m]infantile embryonal carcinoma	BBQ4-1	74409009	1233741014	BBQ4.11	Solid tumour or leukaemia	1
1222303015	"[m]teratoma, malignant, nos"	BBQ72	19467007	1222303015	BBQ7200	Solid tumour or leukaemia	1
317421000006112	"[m]teratoblastoma, malignant"	BBQ72-3	19467007	1222304014	BBQ7213	Solid tumour or leukaemia	1
317431000006110	[m]teratocarcinoma	BBQ73	67830002	112671017	BBQ7300	Solid tumour or leukaemia	1
312041000006113	"[m]malignant teratoma, undifferentiated type"	BBQ74	83292005	1234813012	BBQ7400	Solid tumour or leukaemia	1
312021000006118	"[m]malignant teratoma, intermediate type"	BBQ75	21912003	1222684016	BBQ7500	Solid tumour or leukaemia	1
307531000006112	[m]dermoid cyst with malignant transformation	BBQ9	189849004	291725014	BBQ9.00	Solid tumour or leukaemia	1
317041000006111	"[m]struma ovarii, malignant"	BBQA1	18854008	1222203017	BBQA100	Solid tumour or leukaemia	1
1230128019	[m]choriocarcinoma	BBR2	44769000	1230128019	BBR2.00	Solid tumour or leukaemia	1
1216940017	[m]adult t-cell leukaemia/lymphoma	BBr27	77430005	1216940017	BBr2700	Lymphoma	1
306821000006110	[m]choriocarcinoma combined with teratoma	BBR3	189857001	291736019	BBR3.00	Solid tumour or leukaemia	1
312031000006115	"[m]malignant teratoma, trophoblastic"	BBR4	65646006	1232710015	BBR4.00	Solid tumour or leukaemia	1
1228267010	[m]granulocytic sarcoma	BBrA3-2	35287006	1228267010	BBrA312	Solid tumour or leukaemia	1
1215865012	[m]idiopathic thrombocythaemia	BBs4	128844009	474634018	BBs4.00	Coagulopathy	1
309741000006117	[m]haemangiosarcoma	BBT1	39000009	491878017	BBT1.00	Solid tumour or leukaemia	1
305551000006110	[m]angiosarcoma	BBT1-1	39000009	65416019	BBT1.11	Solid tumour or leukaemia	1
309641000006111	"[m]haemangioendothelioma, malignant"	BBT71	33176006	1216413014	BBT7100	Solid tumour or leukaemia	1
1230800010	[m]kaposi's sarcoma	BBTA	49937004	1230800010	BBTA.00	Solid tumour or leukaemia	1
309731000006110	"[m]haemangiopericytoma, malignant"	BBTD2	84664004	1217017014	BBTD200	Solid tumour or leukaemia	1
1216731014	"[m]epithelioid haemangioendothelioma, malignant"	BBTK	54124005	1216732019	BBTK.00	Solid tumour or leukaemia	1
403755011	[m]osteomas and osteosarcomas	BBV	115237006	175993017	BBV..00	Solid tumour or leukaemia	1
310801000006117	[m]juxtacortical osteogenic sarcoma	BBV-1	115237006	175993017	BBV..11	Solid tumour or leukaemia	1
315161000006117	[m]parosteal osteosarcoma	BBV-2	115237006	175993017	BBV..12	Solid tumour or leukaemia	1
315221000006118	[m]periosteal osteogenic sarcoma	BBV-3	115237006	175993017	BBV..13	Solid tumour or leukaemia	1
292083014	[m]monocytoid b-cell lymphoma	BBv0	128803008	207315010	BBv0.00	Lymphoma	1
1222660012	[m]osteosarcoma nos	BBV1	21708004	1222660012	BBV1.00	Solid tumour or leukaemia	1
314351000006117	[m]osteoblastic sarcoma	BBV1-1	21708004	36428013	BBV1.11	Solid tumour or leukaemia	1
314401000006113	[m]osteochondrosarcoma	BBV1-2	21708004	36427015	BBV1.12	Solid tumour or leukaemia	1
314451000006112	[m]osteogenic sarcoma nos	BBV1-3	21708004	36430010	BBV1.13	Solid tumour or leukaemia	1
1220814017	[m]angiocentrict-cell lymphoma	BBv2	128805001	1220814017	BBv2.00	Lymphoma	1
306661000006117	[m]chondroblastic osteosarcoma	BBV2	76312009	126736011	BBV2.00	Solid tumour or leukaemia	1
308491000006111	[m]fibroblastic osteosarcoma	BBV3	12690005	21792013	BBV3.00	Solid tumour or leukaemia	1
317411000006116	[m]telangiectatic osteosarcoma	BBV4	78453009	130181016	BBV4.00	Solid tumour or leukaemia	1
314501000006114	[m]osteosarcoma in paget's disease of bone	BBV5	33681003	56227012	BBV5.00	Solid tumour or leukaemia	1
313521000006119	[m]myxoid chondrosarcoma	BBV9	75622000	125602017	BBV9.00	Solid tumour or leukaemia	1
291778013	[m] small cell osteosarcoma	BBVA	12302002	21172011	BBVA.00	Solid tumour or leukaemia	1
291779017	[m]osteoma or osteosarcoma nos	BBVz	115237006	175993017	BBVz.00	Solid tumour or leukaemia	1
291782010	[m]chondrosarcoma nos	BBW4	14990007	2840263012	BBW4.00	Solid tumour or leukaemia	1
308501000006115	[m]fibrochondrosarcoma	BBW4-1	14990007	2840263012	BBW4.11	Solid tumour or leukaemia	1
310791000006118	[m]juxtacortical chondrosarcoma	BBW6	26211003	43907019	BBW6.00	Solid tumour or leukaemia	1
306681000006110	"[m]chondroblastoma, malignant"	BBW8	74279005	1233721016	BBW8.00	Solid tumour or leukaemia	1
312421000006114	[m]mesenchymal chondrosarcoma	BBW9	56565002	94072015	BBW9.00	Solid tumour or leukaemia	1
309131000006114	"[m]giant cell tumour of bone, malignant"	BBX1	10069009	1215819014	BBX1.00	Solid tumour or leukaemia	1
309071000006111	[m]giant cell bone sarcoma	BBX1-1	10069009	1215819014	BBX1.11	Solid tumour or leukaemia	1
314421000006115	"[m]osteoclastoma, malignant"	BBX1-2	10069009	1218809016	BBX1.12	Solid tumour or leukaemia	1
311651000006111	[m]malignant giant cell tumour of soft parts	BBX3	48460009	1216668016	BBX3.00	Solid tumour or leukaemia	1
308351000006112	[m]ewing's sarcoma	BBY0	76909002	127685019	BBY0.00	Solid tumour or leukaemia	1
308001000006111	[m]endothelial bone sarcoma	BBY0-1	76909002	127685019	BBY0.11	Solid tumour or leukaemia	1
314021000006111	"[m]no microscopic confirmation tumour, clinically metastatic"	BBy2	128462008	206784011	BBy2.00	Metastatic cancer	1
314201000006112	"[m]odontogenic tumour, malignant"	BBZ2	26888009	1216228012	BBZ2.00	Solid tumour or leukaemia	1
310571000006113	[m]intraosseous carcinoma	BBZ2-1	26888009	44988019	BBZ2.11	Solid tumour or leukaemia	1
305271000006115	[m]ameloblastic odontosarcoma	BBZC	20380000	34278011	BBZC.00	Solid tumour or leukaemia	1
305291000006119	"[m]ameloblastoma, malignant"	BBZG	88253001	1235329019	BBZG.00	Solid tumour or leukaemia	1
304481000006119	"[m]adamantinoma, malignant"	BBZG-1	88253001	1235328010	BBZG.11	Solid tumour or leukaemia	1
305261000006110	[m]ameloblastic fibrosarcoma	BBZN	27092008	45322019	BBZN.00	Solid tumour or leukaemia	1
314141000006117	[m]odontogenic fibrosarcoma	BBZN-1	27092008	45324018	BBZN.11	Solid tumour or leukaemia	1
396301000006110	"[x]malignant neoplasm of lip, oral cavity and pharynx"	Byu0	271323007	406052010	Byu0.00	Solid tumour or leukaemia	1
292099015	[x]malignant neoplasm of digestive organs	Byu1	255077007	380111011	Byu1.00	Solid tumour or leukaemia	1
292101010	[x]other specified carcinomas of liver	Byu11	109841003	342812012	Byu1100	Solid tumour or leukaemia	1
292102015	"[x]malignant neoplasm of intestinal tract, part unspecified"	Byu12	363508008	482802017	Byu1200	Solid tumour or leukaemia	1
396651000006117	[x]malignant neoplsm/ill-defin sites within digestive system	Byu13	428905002	2693067015	Byu1300	Solid tumour or leukaemia	1
396381000006118	[x]malignant neoplasm of respiratory and intrathoracic orga	Byu2	448708002	2902212019	Byu2.00	Solid tumour or leukaemia	1
292105018	"[x]malignant neoplasm of bronchus or lung, unspecified"	Byu20	1090881000000100	2732641000000116	Byu2000	Solid tumour or leukaemia	1
396561000006116	"[x]malignant neoplasm/overlap lesion/heart,mediastinm+pleura"	Byu21	109384006	1217361012	Byu2100	Solid tumour or leukaemia	1
396191000006117	[x]malignant neopl/overlapping les/resp+intrathoracic organs	Byu23	93841009	510723012	Byu2300	Solid tumour or leukaemia	1
396511000006119	[x]malignant neoplasm/ill-defined sites within resp system	Byu24	449096009	2899758015	Byu2400	Solid tumour or leukaemia	1
292110019	"[x]malignant neoplasm of mediastinum, part unspecified"	Byu25	363494000	482776010	Byu2500	Solid tumour or leukaemia	1
292111015	[x]malignant neoplasm of bone and articular cartilage	Byu3	443679004	2839107012	Byu3.00	Solid tumour or leukaemia	1
396481000006110	"[x]malignant neoplasm/bones+articular cartilage/limb,unspfd"	Byu31	1090871000000102	2732621000000111	Byu3100	Solid tumour or leukaemia	1
396551000006118	[x]malignant neoplasm/overlap lesion/bone+articulr cartilage	Byu32	109347009	173899016	Byu3200	Solid tumour or leukaemia	1
396471000006112	"[x]malignant neoplasm/bone+articular cartilage, unspecified"	Byu33	443679004	2839107012	Byu3300	Solid tumour or leukaemia	1
292116013	[x]melanoma and other malignant neoplasms of skin	Byu4	372130007	1210707014	Byu4.00	Solid tumour or leukaemia	1
396171000006118	[x]malignant melanoma of other+unspecified parts of face	Byu40	93225001	154247017	Byu4000	Solid tumour or leukaemia	1
292118014	"[x]malignant melanoma of skin, unspecified"	Byu41	93655004	155060012	Byu4100	Solid tumour or leukaemia	1
404801000006116	[x]oth malignant neoplasm/skin of oth+unspecfd parts of face	Byu42	94047004	511039018	Byu4200	Solid tumour or leukaemia	1
292120012	"[x]malignant neoplasm of skin, unspecified"	Byu43	372130007	1210707014	Byu4300	Solid tumour or leukaemia	1
292121011	[x]malignant neoplasm of mesothelial and soft tissue	Byu5	387837005	1481907018	Byu5.00	Solid tumour or leukaemia	1
292128017	"[x]kaposi's sarcoma, unspecified"	Byu53	109385007	202818010	Byu5300	Solid tumour or leukaemia	1
396601000006116	"[x]malignant neoplasm/peripheral nerves of trunk,unspecified"	Byu54	1090901000000102	2732681000000112	Byu5400	Solid tumour or leukaemia	1
292132011	"[x]malignant neoplasm of peritoneum, unspecified"	Byu57	363492001	482772012	Byu5700	Solid tumour or leukaemia	1
396501000006117	"[x]malignant neoplasm/connective + soft tissue,unspecified"	Byu59	269469005	403699012	Byu5900	Solid tumour or leukaemia	1
292135013	[x]malignant neoplasm overlapping lesion of skin	Byu5A	94047004	511039018	Byu5A00	Solid tumour or leukaemia	1
292136014	[x]kaposi's sarcoma of other sites	Byu5B	109385007	202818010	Byu5B00	Solid tumour or leukaemia	1
292137017	[x]malignant neoplasm of breast	Byu6	254837009	379664012	Byu6.00	Solid tumour or leukaemia	1
292138010	[x]malignant neoplasm of female genital organs	Byu7	363514001	482815014	Byu7.00	Solid tumour or leukaemia	1
292139019	"[x]malignant neoplasm of uterine adnexa, unspecified"	Byu70	428322007	2694321016	Byu7000	Solid tumour or leukaemia	1
396531000006113	[x]malignant neoplasm/other specified female genital organs	Byu71	363514001	482815014	Byu7100	Solid tumour or leukaemia	1
292142013	"[x]malignant neoplasm of female genital organ, unspecified"	Byu73	363514001	482815014	Byu7300	Solid tumour or leukaemia	1
292143015	[x]malignant neoplasm of male genital organs	Byu8	363515000	482818011	Byu8.00	Solid tumour or leukaemia	1
396541000006115	[x]malignant neoplasm/other specified male genital organs	Byu80	363515000	482818011	Byu8000	Solid tumour or leukaemia	1
292146011	"[x]malignant neoplasm of male genital organ, unspecified"	Byu82	363515000	482818011	Byu8200	Solid tumour or leukaemia	1
292147019	[x]malignant neoplasm of urinary tract	Byu9	419052002	2577717014	Byu9.00	Solid tumour or leukaemia	1
292148012	"[x]malignant neoplasm of urinary organ, unspecified"	Byu90	448233000	2899410013	Byu9000	Solid tumour or leukaemia	1
396251000006115	"[x]malignant neoplasm of eye, brain and other parts of cent"	ByuA	372062007	1210640010	ByuA.00	Solid tumour or leukaemia	1
396521000006110	[x]malignant neoplasm/other and unspecified cranial nerves	ByuA0	188307009	289367018	ByuA000	Solid tumour or leukaemia	1
396491000006113	"[x]malignant neoplasm/central nervous system, unspecified"	ByuA1	372062007	1210640010	ByuA100	Solid tumour or leukaemia	1
292152012	"[x]malignant neoplasm of meninges, unspecified"	ByuA2	363497007	482781018	ByuA200	Solid tumour or leukaemia	1
396161000006113	"[x]malig neopl, overlap lesion brain & other part of cns"	ByuA3	109911004	174604014	ByuA300	Solid tumour or leukaemia	1
292154013	[x]malignant neoplasm of thyroid and other endocrine glands	ByuB	371982006	1210569011	ByuB.00	Solid tumour or leukaemia	1
292156010	"[x]malignant neoplasm of endocrine gland, unspecified"	ByuB1	371982006	1210569011	ByuB100	Solid tumour or leukaemia	1
396281000006111	"[x]malignant neoplasm of ill-defined, secondary and unspeci"	ByuC	363346000	1208875016	ByuC.00	Metastatic cancer	1
292158011	[x]malignant neoplasm of other specified sites	ByuC0	363346000	1208875016	ByuC000	Solid tumour or leukaemia	1
396571000006111	[x]malignant neoplasm/overlap lesion/other+ill-defined sites	ByuC1	109358000	173910017	ByuC100	Solid tumour or leukaemia	1
359291000006111	[x]2ndry+unspcf malignant neoplasm lymph nodes/multi regions	ByuC2	94396003	156339017	ByuC200	Metastatic cancer	1
425771000006113	[x]secondary malignant neoplasm/oth+unspc respiratory organs	ByuC3	94515004	156631011	ByuC300	Metastatic cancer	1
425781000006111	[x]secondary malignant neoplasm/oth+unspcfd digestive organs	ByuC4	94313005	156111011	ByuC400	Metastatic cancer	1
359271000006110	[x]2ndry malignant neoplasm/bladder+oth+unsp urinary organs	ByuC5	94663008	156981017	ByuC500	Metastatic cancer	1
359281000006113	[x]2ndry malignant neoplasm/oth+unspec parts/nervous system	ByuC6	94442001	156461011	ByuC600	Metastatic cancer	1
292165015	[x]secondary malignant neoplasm of other specified sites	ByuC7	128462008	206784011	ByuC700	Metastatic cancer	1
292166019	[x]malignant neoplasm without specification of site	ByuC8	302817000	444728014	ByuC800	Solid tumour or leukaemia	1
396621000006114	"[x]malignant neoplasms of lymphoid, haematopoietic and rela"	ByuD	269475001	403706019	ByuD.00	Solid tumour or leukaemia	1
292169014	[x]other hodgkin's disease	ByuD0	118599009	2663473018	ByuD000	Lymphoma	1
292170010	[x]other types of follicular non-hodgkin's lymphoma	ByuD1	308121000	451429010	ByuD100	Lymphoma	1
292173012	[x]other types of diffuse non-hodgkin's lymphoma	ByuD2	109962001	174656018	ByuD200	Lymphoma	1
292174018	[x]other specified types of non-hodgkin's lymphoma	ByuD3	118601006	177020011	ByuD300	Lymphoma	1
292175017	[x]other malignant immunoproliferative diseases	ByuD4	109980005	174676012	ByuD400	Solid tumour or leukaemia	1
292191019	"[x]diffuse non-hodgkin's lymphoma, unspecified"	ByuDC	109962001	174656018	ByuDC00	Lymphoma	1
292193016	[x]unspecified b-cell non-hodgkin's lymphoma	ByuDE	1091921000000103	2734911000000119	ByuDE00	Lymphoma	1
406154013	"[x]non-hodgkin's lymphoma, unspecified type"	ByuDF	118601006	177020011	ByuDF00	Lymphoma	1
400011000006119	[x]non-hodgkin's lymphoma nos	ByuDF-1	118601006	2663475013	ByuDF11	Lymphoma	1
396631000006112	[x]malignant neoplasms/independent (primary) multiple sites	ByuE	188478004	289566011	ByuE.00	Solid tumour or leukaemia	1
396641000006119	[x]malignant neoplasms/independent(primary)multiple sites	ByuE0	188478004	289566011	ByuE000	Solid tumour or leukaemia	1
292199017	[x]carcinoma in situ of other specified digestive organs	ByuF1	109850001	174529011	ByuF100	Solid tumour or leukaemia	1
292201015	[x]carcinoma in situ of other parts of respiratory system	ByuF3	189251006	290776015	ByuF300	Solid tumour or leukaemia	1
292204011	[x]melanoma in situ of other sites	ByuF6	127330008	2773592018	ByuF600	Solid tumour or leukaemia	1
292207016	"[x]carcinoma in situ of skin, unspecified"	ByuF9	92749008	153358015	ByuF900	Solid tumour or leukaemia	1
292208014	[x]carcinoma in situ of other parts of cervix	ByuFA	92564006	153128015	ByuFA00	Solid tumour or leukaemia	1
370111000006119	[x]carcinoma in situ of oth+unspecified male genital organs	ByuFC	92653004	153244019	ByuFC00	Solid tumour or leukaemia	1
292213013	"[x]melanoma in situ, unspecified"	ByuFF	127330008	2773592018	ByuFF00	Solid tumour or leukaemia	1
292214019	[x]other carcinoma in situ of breast	ByuFG	189336000	290868010	ByuFG00	Solid tumour or leukaemia	1
292373016	congenital hypothyroidism	C03	190268003	292373016	C03..00	Hypothyroidism	1
600791000006112	cretinism	C03-1	217710005	329968011	C03..11	Hypothyroidism	1
116846019	pendred's syndrome	C030	70348004	116846019	C030.00	Hypothyroidism	1
415431010	goitrous cretin	C031	278503003	415431010	C031.00	Hypothyroidism	1
292376012	other specified congenital hypothyroidism	C03y	190268003	292373016	C03y.00	Hypothyroidism	1
415432015	congenital hypothyroidism with diffuse goitre	C03y0	278503003	415432015	C03y000	Hypothyroidism	1
355957018	congenital hypothyroidism without goitre	C03y1	237515009	355957018	C03y100	Hypothyroidism	1
398783013	congenital hypothyroidism nos	C03z	190268003	292373016	C03z.00	Hypothyroidism	1
588661000006115	congenital thyroid insufficiency	C03z-1	190268003	292373016	C03z.11	Hypothyroidism	1
329968011	cretinism	C03z-2	217710005	329968011	C03z.12	Hypothyroidism	1
178809013	acquired hypothyroidism	C04	111566002	178809013	C04..00	Hypothyroidism	1
493538010	myxoedema	C04-1	43153006	493538010	C04..11	Hypothyroidism	1
101171000006116	thyroid deficiency	C04-2	40930008	68268011	C04..12	Hypothyroidism	1
68268011	hypothyroidism	C04-3	40930008	68268011	C04..13	Hypothyroidism	1
2536050019	postsurgical hypothyroidism	C040	27059002	45271010	C040.00	Hypothyroidism	1
216181000006112	post ablative hypothyroidism	C040-1	237527007	355975017	C040.11	Hypothyroidism	1
292394018	other postablative hypothyroidism	C041	237527007	355975017	C041.00	Hypothyroidism	1
292395017	irradiation hypothyroidism	C0410	190277005	292395017	C041000	Hypothyroidism	1
292396016	postablative hypothyroidism nos	C041z	237527007	355975017	C041z00	Hypothyroidism	1
292397013	iodine hypothyroidism	C042	190279008	292397013	C042.00	Hypothyroidism	1
292400016	other iatrogenic hypothyroidism	C043	88273006	146340011	C043.00	Hypothyroidism	1
292401017	hypothyroidism resulting from para-aminosalicylic acid	C0430	190282003	292401017	C043000	Hypothyroidism	1
292402012	hypothyroidism resulting from phenylbutazone	C0431	190283008	292402012	C043100	Hypothyroidism	1
292403019	hypothyroidism resulting from resorcinol	C0432	190284002	292403019	C043200	Hypothyroidism	1
292404013	iatrogenic hypothyroidism nos	C043z	88273006	146340011	C043z00	Hypothyroidism	1
211321000006115	postinfectious hypothyroidism	C044	237528002	355976016	C044.00	Hypothyroidism	1
356012016	acquired atrophy of thyroid	C045	237558008	356012016	C045.00	Hypothyroidism	1
355964016	autoimmune myxoedema	C046	237519003	355964016	C046.00	Hypothyroidism	1
91116012	subclinical hypothyroidism	C047	54823002	91116012	C047.00	Hypothyroidism	1
292408011	other acquired hypothyroidism	C04y	111566002	178809013	C04y.00	Hypothyroidism	1
398784019	hypothyroidism nos	C04z	40930008	68268011	C04z.00	Hypothyroidism	1
208391000006113	pretibial myxoedema - hypothyroid	C04z-1	40930008	68268011	C04z.11	Hypothyroidism	1
101581000006112	thyroid insufficiency	C04z-2	40930008	68268011	C04z.12	Hypothyroidism	1
355961012	"hypothyroid goitre, acquired"	C04z-3	237518006	355961012	C04z.13	Hypothyroidism	1
292417011	premature puberty due to hypothyroidism	C04z0	190291004	292417011	C04z000	Hypothyroidism	1
35727012	myxoedema coma	C04z1	21263006	35727012	C04z100	Hypothyroidism	1
123651000006111	subclinical iodine-deficiency hypothyroidism	C0A5	237567008	356026013	C0A5.00	Hypothyroidism	1
121589010	diabetes mellitus	C10	73211009	121589010	C10..00	Diabetes (uncomplicated)	1
292466013	diabetes mellitus with no mention of complication	C100	111552007	178796018	C100.00	Diabetes (uncomplicated)	1
616621000006115	"diabetes mellitus, juvenile type, no mention of complication"	C1000	313435000	457326014	C100000	Diabetes (uncomplicated)	1
772161000006119	insulin dependent diabetes mellitus	C1000-1	73211009	121589010	C100011	Diabetes (uncomplicated)	1
616511000006110	"diabetes mellitus, adult onset, no mention of complication"	C1001	313436004	457329019	C100100	Diabetes (uncomplicated)	1
223291000000111	maturity onset diabetes	C1001-1	44054006	493774016	C100111	Diabetes (uncomplicated)	1
73466011	non-insulin dependent diabetes mellitus	C1001-2	44054006	493773010	C100112	Diabetes (uncomplicated)	1
292475010	diabetes mellitus nos with no mention of complication	C100z	111552007	178796018	C100z00	Diabetes (uncomplicated)	1
2622193012	diabetes mellitus with ketoacidosis	C101	420422005	2622193012	C101.00	Diabetes (uncomplicated)	1
616641000006110	"diabetes mellitus, juvenile type, with ketoacidosis"	C1010	420270002	2967817017	C101000	Diabetes (uncomplicated)	1
616531000006116	"diabetes mellitus, adult onset, with ketoacidosis"	C1011	421750000	2967754017	C101100	Diabetes (uncomplicated)	1
292478012	other specified diabetes mellitus with ketoacidosis	C101y	420422005	2616611010	C101y00	Diabetes (uncomplicated)	1
292479016	diabetes mellitus nos with ketoacidosis	C101z	420422005	2616611010	C101z00	Diabetes (uncomplicated)	1
292480018	diabetes mellitus with hyperosmolar coma	C102	422126006	2618221017	C102.00	Diabetes (uncomplicated)	1
292482014	"diabetes mellitus, juvenile type, with hyperosmolar coma"	C1020	190330002	292482014	C102000	Diabetes (uncomplicated)	1
292483016	"diabetes mellitus, adult onset, with hyperosmolar coma"	C1021	190331003	292483016	C102100	Diabetes (uncomplicated)	1
292484010	diabetes mellitus nos with hyperosmolar coma	C102z	422126006	2618221017	C102z00	Diabetes (uncomplicated)	1
616381000006111	diabetes mellitus with ketoacidotic coma	C103	26298008	44045012	C103.00	Diabetes (uncomplicated)	1
616651000006112	"diabetes mellitus, juvenile type, with ketoacidotic coma"	C1030	421075007	2967758019	C103000	Diabetes (uncomplicated)	1
616541000006114	"diabetes mellitus, adult onset, with ketoacidotic coma"	C1031	421847006	2967777017	C103100	Diabetes (uncomplicated)	1
292488013	other specified diabetes mellitus with coma	C103y	420662003	2618230013	C103y00	Diabetes (uncomplicated)	1
292489017	diabetes mellitus nos with ketoacidotic coma	C103z	420422005	2616611010	C103z00	Diabetes (uncomplicated)	1
616461000006112	diabetes mellitus with renal manifestation	C104	127013003	301016	C104.00	Diabetes with end-organ damage	1
205225016	diabetic nephropathy	C104-1	127013003	205225016	C104.11	Diabetes (uncomplicated)	1
616661000006114	"diabetes mellitus, juvenile type, with renal manifestation"	C1040	421893009	2623054013	C104000	Diabetes with end-organ damage	1
616551000006111	"diabetes mellitus, adult onset, with renal manifestation"	C1041	420279001	3013392012	C104100	Diabetes with end-organ damage	1
292495016	other specified diabetes mellitus with renal complications	C104y	127013003	301016	C104y00	Diabetes with end-organ damage	1
292496015	diabetes mellitis with nephropathy nos	C104z	127013003	301016	C104z00	Diabetes with end-organ damage	1
616421000006118	diabetes mellitus with ophthalmic manifestation	C105	25093002	42062018	C105.00	Diabetes with end-organ damage	1
616601000006113	"diabetes mellitus, juvenile type, + ophthalmic manifestation"	C1050	739681000	3698438014	C105000	Diabetes with end-organ damage	1
616491000006116	"diabetes mellitus, adult onset, + ophthalmic manifestation"	C1051	422099009	3698440016	C105100	Diabetes with end-organ damage	1
13771000006110	other specified diabetes mellitus with ophthalmic complicatn	C105y	25093002	3688467012	C105y00	Diabetes with end-organ damage	1
292503016	diabetes mellitus nos with ophthalmic manifestation	C105z	25093002	3688467012	C105z00	Diabetes with end-organ damage	1
616391000006114	diabetes mellitus with neurological manifestation	C106	422088007	2618195014	C106.00	Diabetes with end-organ damage	1
616921000006113	diabetic amyotrophy	C106-1	39058009	65526011	C106.11	Diabetes with end-organ damage	1
345487013	diabetes mellitus with neuropathy	C106-2	230572002	345487013	C106.12	Diabetes with end-organ damage	1
616451000006110	diabetes mellitus with polyneuropathy	C106-3	49455004	82373015	C106.13	Diabetes with end-organ damage	1
616671000006119	"diabetes mellitus, juvenile, + neurological manifestation"	C1060	421468001	3695401013	C106000	Diabetes with end-organ damage	1
616481000006119	"diabetes mellitus, adult onset, + neurological manifestation"	C1061	421326000	2623027010	C106100	Diabetes with end-organ damage	1
13761000006115	other specified diabetes mellitus with neurological comps	C106y	422088007	3688477014	C106y00	Diabetes with end-organ damage	1
292512019	diabetes mellitus nos with neurological manifestation	C106z	422088007	3688477014	C106z00	Diabetes with end-organ damage	1
616441000006113	diabetes mellitus with peripheral circulatory disorder	C107	421895002	2618203015	C107.00	Diabetes with end-organ damage	1
616351000006115	diabetes mellitus with gangrene	C107-1	422275004	2616612015	C107.11	Diabetes with end-organ damage	1
616831000006118	diabetes with gangrene	C107-2	422275004	2616612015	C107.12	Diabetes with end-organ damage	1
616591000006117	"diabetes mellitus, juvenile +peripheral circulatory disorder"	C1070	421365002	2967882019	C107000	Diabetes with end-organ damage	1
616581000006115	"diabetes mellitus, adult, + peripheral circulatory disorder"	C1071	422166005	2623039019	C107100	Diabetes with end-organ damage	1
616561000006113	"diabetes mellitus, adult with gangrene"	C1072	421631007	2967779019	C107200	Diabetes with end-organ damage	1
787101000006114	iddm with peripheral circulatory disorder	C1073	421895002	2618203015	C107300	Diabetes with end-organ damage	1
674961000006118	niddm with peripheral circulatory disorder	C1074	422166005	2623039019	C107400	Diabetes with end-organ damage	1
292523015	diabetes mellitus nos with peripheral circulatory disorder	C107z	421895002	2618203015	C107z00	Diabetes with end-organ damage	1
772171000006114	insulin dependent diabetes mellitus	C108	73211009	121589010	C108.00	Diabetes (uncomplicated)	1
787111000006112	iddm-insulin dependent diabetes mellitus	C108-1	73211009	121589010	C108.11	Diabetes (uncomplicated)	1
84281000006115	type 1 diabetes mellitus	C108-2	46635009	197984010	C108.12	Diabetes (uncomplicated)	1
84651000006114	type i diabetes mellitus	C108-3	46635009	494564012	C108.13	Diabetes (uncomplicated)	1
771501000006119	insulin-dependent diabetes mellitus with renal complications	C1080	127013003	301016	C108000	Diabetes with end-organ damage	1
84801000006111	type i diabetes mellitus with renal complications	C1080-1	421893009	2623054013	C108011	Diabetes with end-organ damage	1
84431000006117	type 1 diabetes mellitus with renal complications	C1080-2	421893009	2623054013	C108012	Diabetes with end-organ damage	1
771491000006110	insulin-dependent diabetes mellitus with ophthalmic comps	C1081	25093002	42062018	C108100	Diabetes with end-organ damage	1
84401000006113	type 1 diabetes mellitus with ophthalmic complications	C1081-2	739681000	3698438014	C108112	Diabetes with end-organ damage	1
771481000006112	insulin-dependent diabetes mellitus with neurological comps	C1082	422088007	2618195014	C108200	Diabetes with end-organ damage	1
84751000006116	type i diabetes mellitus with neurological complications	C1082-1	421468001	2623029013	C108211	Diabetes with end-organ damage	1
84381000006113	type 1 diabetes mellitus with neurological complications	C1082-2	421468001	3695401013	C108212	Diabetes with end-organ damage	1
771381000006115	insulin dependent diabetes mellitus with multiple complicatn	C1083	385041000000108	760111000000115	C108300	Diabetes with end-organ damage	1
84731000006111	type i diabetes mellitus with multiple complications	C1083-1	422228004	2967771016	C108311	Diabetes with end-organ damage	1
72651000006114	unstable insulin dependent diabetes mellitus	C1084	11530004	19931010	C108400	Diabetes (uncomplicated)	1
72721000006113	unstable type i diabetes mellitus	C1084-1	290002008	429970018	C108411	Diabetes (uncomplicated)	1
72711000006117	unstable type 1 diabetes mellitus	C1084-2	290002008	429971019	C108412	Diabetes (uncomplicated)	1
771421000006113	insulin dependent diabetes mellitus with ulcer	C1085	422183001	2623058011	C108500	Diabetes with end-organ damage	1
84821000006118	type i diabetes mellitus with ulcer	C1085-1	190368000	292538019	C108511	Diabetes with end-organ damage	1
84451000006112	type 1 diabetes mellitus with ulcer	C1085-2	190368000	292540012	C108512	Diabetes with end-organ damage	1
771351000006111	insulin dependent diabetes mellitus with gangrene	C1086	422275004	2616612015	C108600	Diabetes with end-organ damage	1
771411000006117	insulin dependent diabetes mellitus with retinopathy	C1087	4855003	9093013	C108700	Diabetes with end-organ damage	1
84811000006114	type i diabetes mellitus with retinopathy	C1087-1	420789003	2967894011	C108711	Diabetes with end-organ damage	1
84441000006110	type 1 diabetes mellitus with retinopathy	C1087-2	420789003	2967894011	C108712	Diabetes with end-organ damage	1
