"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"47555"	"9748311000001100"	"90411020"	"Morphine sulfate 10mg/10ml solution for injection Minijet pre-filled syringes (UCB Pharma Ltd)"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"47671"	"53385001000027108"	"54713020"	"Diamorphine hydrochloride 10mg Injection (Approved Prescription Services Ltd)"	"Diamorphine Hydrochloride"	"10mg"	"Injection"	"Subcutaneous Injection"	"04070200"	"Opioid Analgesics"
"47672"	"11705001000027108"	"49498020"	"Diamorphine hydrochloride 30mg Injection (Hillcross Pharmaceuticals Ltd)"	"Diamorphine Hydrochloride"	"30mg"	"Injection"	"Subcutaneous Infusion"	"04070200"	"Opioid Analgesics"
"47753"	"36127811000001106"	"96061020"	"Morphine 90mg modified-release capsules"	"Morphine sulfate"	"90mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"47867"	"36126711000001101"	"96069020"	"Morphine 150mg modified-release capsules"	"Morphine sulfate"	"150mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"47949"	"36126611000001105"	"96067020"	"Morphine 120mg modified-release capsules"	"Morphine sulfate"	"120mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"47985"	"211405001000027108"	"79715020"	"M-eslon 10mg Capsule (Trinity Pharmaceuticals Ltd)"	"Morphine sulfate"	"10mg"	"Modified-release capsule"	"Oral"	"04070200"	"Opioid Analgesics"
"48158"	"16057511000001101"	"76863020"	"Diamorphine 5mg powder for solution for injection vials (Teva UK Ltd)"	"Diamorphine hydrochloride"	"5mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48259"	"34819611000001105"	"04421020"	"Diamorphine 5mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"5mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48413"	"16073811000001106"	"36812020"	"Diamorphine 5mg powder for solution for injection vials"	"Diamorphine hydrochloride"	"5mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48434"	"322524004"	"04424020"	"Diamorphine 10mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48483"	"322525003"	"04428020"	"Diamorphine 30mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"30mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48604"	"36128211000001109"	"09738020"	"Morphine sulfate 10mg/1ml solution for injection ampoules"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"48880"	"16073511000001108"	"36806020"	"Diamorphine 10mg powder for solution for injection vials"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Subcutaneous"	"04070200"	"Opioid Analgesics"
"48912"	"16073611000001107"	"36808020"	"Diamorphine 30mg powder for solution for injection vials"	"Diamorphine hydrochloride"	"30mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48913"	"322526002"	"04433020"	"Diamorphine 100mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"100mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"48953"	"16073411000001109"	"36804020"	"Diamorphine 100mg powder for solution for injection vials"	"Diamorphine hydrochloride"	"100mg"	"Powder for solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"49976"	"4382711000001105"	"09739020"	"Morphine sulfate 10mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"50513"	"4383011000001104"	"73083020"	"Morphine sulfate 10mg/1ml solution for injection ampoules (UCB Pharma Ltd)"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"53106"	"12391811000001102"	"31908020"	"Morphine sulfate 5mg/5ml solution for injection ampoules"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"53181"	"16057911000001108"	"76866020"	"Diamorphine 10mg powder for solution for injection vials (Teva UK Ltd)"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Subcutaneous"	"04070200"	"Opioid Analgesics"
"53273"	"12131111000001109"	"31027020"	"Morphine hydrochloride 10mg/5ml oral solution (Special Order)"	"Morphine hydrochloride"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"53417"	"15422411000001106"	"04427020"	"Diamorphine 10mg powder for solution for injection ampoules (Accord Healthcare Ltd)"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"53639"	"15234511000001103"	"04578020"	"Morphine 10mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Morphine sulfate"	"10mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"53918"	"10678011000001108"	"09741020"	"Morphine sulfate 10mg/1ml solution for injection ampoules (Hameln Pharmaceuticals Ltd)"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"54017"	"250615001000027108"	"94727020"	"Morphine sulphate Capsule"	"Morphine Sulphate"	""	"Capsule"	""	"04070200"	"Opioid Analgesics"
"54406"	"4039411000001102"	"51526020"	"Morphine sulfate 30mg suppositories (Martindale Pharmaceuticals Ltd)"	"Morphine sulfate"	"30mg"	"Suppository"	"Rectal"	"04070200"	"Opioid Analgesics"
"54520"	"249555001000027103"	"94146020"	"Morphine sulphate Oral solution"	"Morphine Sulphate"	""	"Oral Solution"	""	"04070200"	"Opioid Analgesics"
"55052"	"4035011000001109"	"85226020"	"Morcap SR 50mg capsules (Hospira UK Ltd)"	"Morphine sulfate"	"50mg"	"Modified-release capsule"	"Oral"	"00000000"	"Unknown"
"55206"	"36127111000001104"	"04587020"	"Morphine 20mg modified-release capsules"	"Morphine sulfate"	"20mg"	"Modified-release capsule"	"Oral"	"00000000"	"Unknown"
"55221"	"322527006"	"04436020"	"Diamorphine 500mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"500mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"55365"	"20191811000001103"	"40105020"	"Morphine sulfate 50mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd)"	"Morphine sulfate"	"1mg/1ml"	"Solution for infusion"	"Intravenous"	"04070200"	"Opioid Analgesics"
"55724"	"16073711000001103"	"36810020"	"Diamorphine 500mg powder for solution for injection vials"	"Diamorphine hydrochloride"	"500mg"	"Powder for solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"55832"	"16645001000027109"	"50132020"	"Morphine sulphate 15mg/ml Injection (Celltech Pharma Europe Ltd)"	"Morphine sulfate"	"15mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"56202"	"250605001000027106"	"94725020"	"Morphine sulphate Injection"	"Morphine Sulphate"	""	"Injection"	""	"04070200"	"Opioid Analgesics"
"56329"	"12390811000001105"	"31888020"	"Morphine sulfate 10mg/2ml solution for injection ampoules"	"Morphine sulfate"	"5mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"56544"	"10069611000001107"	"60696020"	"Morphine sulfate 50mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd)"	"Morphine sulfate"	"1mg/1ml"	"Solution for infusion"	"Intravenous"	"04070200"	"Opioid Analgesics"
"56788"	"3163111000001105"	"04351020"	"Morphine sulfate 10mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Morphine sulfate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"57623"	"4046311000001103"	"73089020"	"Morphine sulfate 15mg/1ml solution for injection ampoules (UCB Pharma Ltd)"	"Morphine sulfate"	"15mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"57750"	"4046711000001104"	"51513020"	"Morphine sulfate 15mg/1ml solution for injection ampoules (Wockhardt UK Ltd)"	"Morphine sulfate"	"15mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"58215"	"3238211000001102"	"49905020"	"Kaolin and Morphine mixture (Thornton & Ross Ltd)"	"Sodium bicarbonate/Chloroform/Morphine hydrochloride/Kaolin light"	"50gram/1litre + 5ml/1litre + 91.6mg/1litre + 200gram/1litre"	"Oral suspension"	"Oral"	"01040200"	"Antimotility Drugs"
"58279"	"857211000001104"	"04420020"	"Diamorphine 10mg tablets (A A H Pharmaceuticals Ltd)"	"Diamorphine hydrochloride"	"10mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"58290"	"4036211000001105"	"04346020"	"Morphine sulfate 10mg suppositories (Martindale Pharmaceuticals Ltd)"	"Morphine sulfate"	"10mg"	"Suppository"	"Rectal"	"04070200"	"Opioid Analgesics"
"58499"	"11720111000001106"	"29879020"	"Diamorphine 3mg/5ml oral solution"	"Diamorphine hydrochloride"	"600microgram/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"58710"	"22401911000001100"	"16243021"	"Morphine sulfate 1mg/1ml solution for injection ampoules"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"58836"	"12391711000001105"	"31906020"	"Morphine sulfate 5mg/1ml solution for injection ampoules"	"Morphine sulfate"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"04070200"	"Opioid Analgesics"
"58879"	"12140711000001103"	"31026020"	"Morphine hydrochloride 10mg/5ml oral solution"	"Morphine hydrochloride"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"59584"	"9762411000001102"	"04352020"	"Morphine sulfate 10mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)"	"Morphine sulfate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"60082"	"12391611000001101"	"31904020"	"Morphine sulfate 5mg/10ml solution for injection ampoules"	"Morphine sulfate"	"500microgram/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"60507"	"23400911000001101"	"20090021"	"Morphine 0.1% in Intrasite gel"	"Morphine sulfate"	"1mg/1ml"	"Gel"	"Route of administration not applicable"	"04070200"	"Opioid Analgesics"
"60518"	"12300511000001109"	"31702020"	"Morphine sulfate 500micrograms/5ml oral solution"	"Morphine sulfate"	"100microgram/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"60721"	"15422211000001107"	"04423020"	"Diamorphine 5mg powder for solution for injection ampoules (Accord Healthcare Ltd)"	"Diamorphine hydrochloride"	"5mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"60950"	"12143711000001107"	"31053020"	"Morphine sulfate 5mg/5ml oral solution"	"Morphine sulfate"	"1mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"61241"	"10069811000001106"	"28067020"	"Morphine sulfate 50mg/50ml solution for infusion vials (Alliance Healthcare (Distribution) Ltd)"	"Morphine sulfate"	"1mg/1ml"	"Solution for infusion"	"Intravenous"	"04070200"	"Opioid Analgesics"
"61400"	"4048411000001106"	"09357020"	"Morphine sulfate 30mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Morphine sulfate"	"30mg/1ml"	"Solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"61423"	"15234711000001108"	"04580020"	"Morphine 30mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Morphine sulfate"	"30mg"	"Modified-release tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"61506"	"4383211000001109"	"63148020"	"Morphine sulfate 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd)"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"61584"	"17300411000001107"	"72627020"	"Morphine sulfate 50mg/50ml solution for infusion vials (Torbay Pharmaceuticals)"	"Morphine sulfate"	"1mg/1ml"	"Solution for infusion"	"Intravenous"	"04070200"	"Opioid Analgesics"
"61744"	"20192011000001101"	"40104020"	"Morphine sulfate 100mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd)"	"Morphine sulfate"	"2mg/1ml"	"Solution for infusion"	"Intravenous"	"04070200"	"Opioid Analgesics"
"61918"	"12391111000001109"	"31894020"	"Morphine sulfate 20mg/2ml solution for injection ampoules"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"61942"	"12391011000001108"	"31892020"	"Morphine sulfate 2.5mg/5ml solution for injection ampoules"	"Morphine sulfate"	"500microgram/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"04070200"	"Opioid Analgesics"
"62689"	"21579411000001105"	"46291020"	"Morphine hydrochloride 1mg/1ml solution for injection ampoules"	"Morphine hydrochloride"	"1mg/1ml"	"Solution for injection"	"Epidural"	"04070200"	"Opioid Analgesics"
"63423"	"24403511000001100"	"23776021"	"Morphine sulfate 10mg/1ml solution for injection ampoules (DE Pharmaceuticals)"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Subcutaneous/Intramuscular/Intravenous"	"04070200"	"Opioid Analgesics"
"63593"	"21665611000001105"	"46331020"	"Morphine sulfate 10mg/5ml oral solution (Actavis UK Ltd)"	"Morphine sulfate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"63817"	"51335001000027109"	"54422020"	"Morphine hcl Powder (Celltech Pharma Europe Ltd)"	"Morphine hydrochloride"	"1mg/1mg"	"Not applicable"	"Route of administration not applicable"	"50000000"	"Ingredients"
"64417"	"12186111000001108"	"31078020"	"Morphine sulfate 2mg/5ml oral solution"	"Morphine sulfate"	"400microgram/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"64780"	"23318411000001104"	"20060021"	"Morphine sulfate 50mg/1ml solution for injection ampoules"	"Morphine sulfate"	"50mg/1ml"	"Solution for injection"	"Subcutaneous/Epidural/Intravenous/Intrathecal/Intramuscular"	"04070200"	"Opioid Analgesics"
"64781"	"21636011000001103"	"46683020"	"Morphine sulfate 50mg/5ml solution for injection ampoules"	"Morphine sulfate"	"10mg/1ml"	"Solution for injection"	"Intramuscular/Intravenous/Intrathecal"	"04070200"	"Opioid Analgesics"
"64860"	"21579911000001102"	"46299020"	"Morphine sulfate 10mg/10ml solution for injection ampoules"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"65372"	"22411000001100"	"77243020"	"Diamorphine 5mg powder for solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Diamorphine hydrochloride"	"5mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"66336"	"16635001000027108"	"50131020"	"Morphine sulphate 10mg/ml Injection (Celltech Pharma Europe Ltd)"	"Morphine Sulphate"	"10mg/ml"	"Injection"	""	"04070200"	"Opioid Analgesics"
"66654"	"12389011000001108"	"94623020"	"Diamorphine 15mg powder for solution for injection ampoules"	"Diamorphine hydrochloride"	"15mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"66815"	"30996711000001101"	"60576021"	"Morphine sulfate 10mg/10ml solution for injection ampoules (Hameln Pharmaceuticals Ltd)"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"67796"	"684411000001105"	"77246020"	"Diamorphine 10mg powder for solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"68712"	"12140611000001107"	"31024020"	"Morphine hydrochloride 100mg/5ml oral solution"	"Morphine hydrochloride"	"20mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"70274"	"30823211000001100"	"60040021"	"Morphine sulfate 5mg/5ml solution for injection ampoules (Torbay Pharmaceuticals)"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"71171"	"30823411000001101"	"60078021"	"Morphine sulfate 10mg/10ml solution for injection ampoules (Torbay Pharmaceuticals)"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"71462"	"30947711000001109"	"60579021"	"Morphine sulfate 1mg/1ml solution for injection ampoules (Torbay Pharmaceuticals)"	"Morphine sulfate"	"1mg/1ml"	"Solution for injection"	"Intravenous"	"04070200"	"Opioid Analgesics"
"72225"	"33054811000001102"	"69979021"	"Morphine sulfate 10mg/5ml oral solution (Wockhardt UK Ltd)"	"Morphine sulfate"	"2mg/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"72255"	"24216811000001107"	"23635021"	"Morphine 0.2% in Intrasite gel"	"Morphine sulfate"	"2mg/1ml"	"Gel"	"Route of administration not applicable"	"04070200"	"Opioid Analgesics"
"72457"	"187385001000027109"	"73517020"	"Sevredol 20mg Suppository (Napp Pharmaceuticals Ltd)"	"Morphine sulfate"	"20mg"	"Suppository"	"Rectal"	"04070200"	"Opioid Analgesics"
"72738"	"29878711000001102"	"53080021"	"Diamorphine 1.6mg/dose nasal spray"	"Diamorphine hydrochloride"	"1.6mg/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"72739"	"29879311000001107"	"53082021"	"Diamorphine 720micrograms/dose nasal spray"	"Diamorphine hydrochloride"	"720microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"73009"	"12185811000001109"	"31072020"	"Morphine sulfate 1.5mg/5ml oral solution"	"Morphine sulfate"	"300microgram/1ml"	"Oral solution"	"Oral"	"04070200"	"Opioid Analgesics"
"74170"	"21507711000001104"	"45497020"	"Morphine sulfate 60mg/2ml solution for injection ampoules (Actavis UK Ltd)"	"Morphine sulfate"	"30mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"04070200"	"Opioid Analgesics"
"74844"	"11590911000001102"	"04426020"	"Diamorphine 10mg powder for solution for injection ampoules (Novartis Pharmaceuticals UK Ltd)"	"Diamorphine hydrochloride"	"10mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"75242"	"13887111000001105"	"04438020"	"Diamorphine 500mg powder for solution for injection ampoules (Accord Healthcare Ltd)"	"Diamorphine hydrochloride"	"500mg"	"Powder for solution for injection"	"Intramuscular/Subcutaneous/Intravenous"	"04070200"	"Opioid Analgesics"
"75500"	""	"53083021"	"Ayendi 720micrograms/actuation nasal spray (Wockhardt UK Ltd)"	"Diamorphine hydrochloride"	"720microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"9001"	"429811000001100"	"54783020"	"Diconal tablets (Amdipharm Plc)"	"Cyclizine hydrochloride/Dipipanone hydrochloride"	"30mg + 10mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"12020"	"322556006"	"62683020"	"Dipipanone 10mg / Cyclizine 30mg tablets"	"Cyclizine hydrochloride/Dipipanone hydrochloride"	"30mg + 10mg"	"Tablet"	"Oral"	"04070200"	"Opioid Analgesics"
"38301"	"104455001000027109"	"61671020"	"Cyclizine 30mg with dipipanone 10mg tablets"	"Dipipanone Hydrochloride/Cyclizine Hydrochloride"	"30mg + 10mg"	"Tablets"	"Oral"	"03040103/04070200"	"Antihistamines In Nausea And Vomiting/Opioid Analgesics"
"617"	"105525001000027105"	"61829020"	"Fentanyl 50microgram/ml Injection"	"Fentanyl Citrate"	"50microgram/ml"	"Injection"	"Intravenous Injection"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"620"	"36120011000001101"	"76085020"	"Fentanyl 25micrograms/hour transdermal patches"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"748"	"2837011000001109"	"76080020"	"Durogesic 25micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"757"	"36120211000001106"	"76086020"	"Fentanyl 50micrograms/hour transdermal patches"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"4691"	"36119911000001103"	"76090020"	"Fentanyl 100micrograms/hour transdermal patches"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"5048"	"2836411000001102"	"76081020"	"Durogesic 50micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"5651"	"134810000"	"76092020"	"Fentanyl 400microgram lozenges"	"Fentanyl citrate"	"400microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"5657"	"2836711000001108"	"76082020"	"Durogesic 75micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"5696"	"134809005"	"77203020"	"Fentanyl 600microgram lozenges"	"Fentanyl citrate"	"600microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"5697"	"134808002"	"77204020"	"Fentanyl 800microgram lozenges"	"Fentanyl citrate"	"800microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"6298"	"36120311000001103"	"76087020"	"Fentanyl 75micrograms/hour transdermal patches"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"7082"	"9089711000001102"	"88867020"	"Durogesic DTrans 25micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"7107"	"9089911000001100"	"88869020"	"Durogesic DTrans 50micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"7126"	"9752311000001101"	"89905020"	"Fentanyl 12micrograms/hour transdermal patches"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"7397"	"9090111000001109"	"88871020"	"Durogesic DTrans 75micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"10922"	"2838111000001106"	"76095020"	"Durogesic 100micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"11843"	"134812008"	"76091020"	"Fentanyl 200microgram lozenges"	"Fentanyl citrate"	"200microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"11982"	"9751111000001108"	"89907020"	"Durogesic DTrans 12micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"13076"	"152911000001100"	"81733020"	"Actiq 200microgram lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"200microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"14900"	"9090311000001106"	"88873020"	"Durogesic DTrans 100micrograms transdermal patches (Janssen-Cilag Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"15337"	"134807007"	"77205020"	"Fentanyl 1.2mg lozenges"	"Fentanyl citrate"	"1.2mg"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"16618"	"9508511000001103"	"89644020"	"Tilofyl 75micrograms/hour transdermal patches (Tillomed Laboratories Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"18174"	"437011000001104"	"81734020"	"Actiq 400microgram lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"400microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"22066"	"9508211000001101"	"89642020"	"Tilofyl 50micrograms/hour transdermal patches (Tillomed Laboratories Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"24457"	"105555001000027106"	"61832020"	"Fentanyl with droperidol 500microgramwith2.5mg/ml Injection"	"Fentanyl Citrate/Droperidol"	"500microgram+2.5mg/2.5ml"	"Injection"	""	"15010401"	"Benzodiazepines (peri-operative)"
"24986"	"134806003"	"80288020"	"Fentanyl 1.6mg lozenges"	"Fentanyl citrate"	"1.6mg"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"25185"	"105595001000027100"	"61836020"	"Sublimaze 50microgram/ml Injection (Janssen-Cilag Ltd)"	"Fentanyl Citrate"	"50microgram/ml"	"Injection"	"Intravenous Injection"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"25199"	"906611000001102"	"81735020"	"Actiq 600microgram lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"600microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"26021"	"745311000001104"	"81739020"	"Actiq 1.6mg lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"1.6mg"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"26908"	"732011000001108"	"81737020"	"Actiq 800microgram lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"800microgram"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
"28189"	"9508911000001105"	"89646020"	"Tilofyl 100micrograms/hour transdermal patches (Tillomed Laboratories Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"29577"	"305111000001108"	"81738020"	"Actiq 1.2mg lozenges with integral oromucosal applicator (Teva UK Ltd)"	"Fentanyl citrate"	"1.2mg"	"Lozenge"	"Buccal"	"04070200"	"Opioid Analgesics"
