"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"41574"	"57695001000027107"	"55214020"	"Chlordiazepoxide 10mg Capsule (Approved Prescription Services Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"41581"	"56315001000027101"	"55043020"	"Chlordiazepoxide 10mg Capsule (IVAX Pharmaceuticals UK Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"41582"	"620311000001103"	"56873020"	"Chlordiazepoxide 5mg capsules (Actavis UK Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"41583"	"805211000001104"	"56874020"	"Chlordiazepoxide 10mg capsules (Actavis UK Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"41606"	"57685001000027108"	"55213020"	"Chlordiazepoxide 5mg Capsule (Approved Prescription Services Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"41629"	"43535001000027108"	"53475020"	"Chlordiazepoxide 10mg Capsule (DDSA Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010200"	"Anxiolytics"
"41988"	"43545001000027109"	"53476020"	"Chlordiazepoxide 10mg Tablet (DDSA Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"43438"	"8425311000001103"	"68857020"	"Chlordiazepoxide 5mg tablets (A A H Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"44302"	"153811000001102"	"60757020"	"Tropium 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010201/10020200"	"Benzodiazepines/Skeletal Muscle Relaxants"
"45241"	"610411000001101"	"50936020"	"Chlordiazepoxide 10mg capsules (A A H Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Capsule"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"62270"	"8425711000001104"	"68860020"	"Chlordiazepoxide 10mg tablets (A A H Pharmaceuticals Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"64470"	"17855811000001105"	"03245020"	"Chlordiazepoxide 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Chlordiazepoxide hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"74065"	"8358211000001107"	"19353020"	"Chlordiazepoxide 5mg/5ml oral suspension"	"Chlordiazepoxide hydrochloride"	"1mg/1ml"	"Oral suspension"	"Oral"	"04010201/04105000/10020200"	"Benzodiazepines/Drugs Used In Substance Dependence - Alcohol Dependence/Skeletal Muscle Relaxants"
"2394"	"365311000001106"	"68298020"	"Buspar 5mg tablets (IXL Pharma Ltd)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"3574"	"321323009"	"68294020"	"Buspirone 5mg tablets"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"5385"	"321327005"	"68295020"	"Buspirone 10mg tablets"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"9008"	"737211000001100"	"68299020"	"Buspar 10mg tablets (IXL Pharma Ltd)"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"28880"	"88965001000027104"	"59277020"	"Buspirone 5mg Tablet (Galen Ltd)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"40153"	"88975001000027106"	"59278020"	"Buspirone 10mg Tablet (Galen Ltd)"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"43240"	"16630211000001109"	"77191020"	"Buspirone 5mg tablets (Mylan)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"45275"	"741511000001107"	"61689020"	"Buspirone 5mg tablets (Actavis UK Ltd)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"46847"	"67611000001106"	"61690020"	"Buspirone 10mg tablets (Actavis UK Ltd)"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"49504"	"16143211000001101"	"03295020"	"Buspar 10mg tablets (Lexon (UK) Ltd)"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"59095"	"741811000001105"	"65857020"	"Buspirone 5mg tablets (A A H Pharmaceuticals Ltd)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"61443"	"302511000001105"	"65862020"	"Buspirone 10mg tablets (A A H Pharmaceuticals Ltd)"	"Buspirone hydrochloride"	"10mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"67263"	"5526911000001106"	"03280020"	"Buspar 5mg tablets (Dowelhurst Ltd)"	"Buspirone hydrochloride"	"5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"9721"	"17075001000027102"	"50177020"	"Lexotan 3mg Tablet (Roche Products Ltd)"	"Bromazepam"	"3mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"11958"	"17065001000027109"	"50176020"	"Lexotan 1.5mg Tablet (Roche Products Ltd)"	"Bromazepam"	"1.5mg"	"Tablet"	"Oral"	"04010200"	"Anxiolytics"
"19941"	"122725001000027109"	"64231020"	"Bromazepam 3mg tablets"	"Bromazepam"	"3mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"22424"	"122715001000027100"	"64230020"	"Bromazepam 1.5mg tablets"	"Bromazepam"	"1.5mg"	"Tablets"	"Oral"	"04010200"	"Anxiolytics"
"55774"	"321246009"	"03226020"	"Bromazepam 3mg tablets"	"Bromazepam"	"3mg"	"Tablet"	"Oral"	"04010000"	"Hypnotics And Anxiolytics"
"9696"	"321241004"	"67486020"	"Alprazolam 250microgram tablets"	"Alprazolam"	"250microgram"	"Tablet"	"Oral"	"04010201"	"Benzodiazepines"
"10802"	"4658511000001101"	"56351020"	"Xanax 250microgram tablets (Pfizer Ltd)"	"Alprazolam"	"250microgram"	"Tablet"	"Oral"	"04010201"	"Benzodiazepines"
"11486"	"321242006"	"67487020"	"Alprazolam 500microgram tablets"	"Alprazolam"	"500microgram"	"Tablet"	"Oral"	"04010201"	"Benzodiazepines"
"12598"	"4659411000001108"	"56352020"	"Xanax 500microgram tablets (Pfizer Ltd)"	"Alprazolam"	"500microgram"	"Tablet"	"Oral"	"04010201"	"Benzodiazepines"
